Scheduling code,Purpose,Subject,Level,Topic,Tutor,Centre,Classroom,Capacity,Date (text),Start Time,Date,Timeslot (+3hr),Video Guides,Address,Subject1,Subject2,Level1,CC Type,Form Question,ConfirmationMsg Template,Form Entry,[Waitlist] Form Entry,,Duplicate class,Remarks,No. Regular S,No. Signups,No. Waitlist Signups,Total Signups,No. Confirmed,Total Signups | Confirmed | Capacity | Waitlist,Confirmed Capacity%,Actual Confirmed,Attendance,Conversion,Form Controls,Form Option to Display
JC - JunCC<>Biology<>JC1<>DNA Structure & Replication<>Melvin<>Bukit Panjang<>BP-1 (JC)<>24<>29 May (Thu)<>5:00 PM,JC - JunCC,Biology,JC1,DNA Structure & Replication,Melvin,Bukit Panjang,BP-1 (JC),24,29 May (Thu),5:00:00 PM,5/29/2025,05:00PM - 08:00PM,bit.ly/zenithBP,1 Woodlands Road #01-10 (Junction10) S677899,BIO,BIO,J1,CC Type,Biology,Biology - Bukit Panjang - 29 May (Thu) 5PM,[JC1 Biology] DNA Structure & Replication - 29 May (Thu) | 05:00PM - 08:00PM | Bukit Panjang,[Waitlist] [JC1 Biology] DNA Structure & Replication - 29 May (Thu) | 05:00PM - 08:00PM | Bukit Panjang,,0,,,0,0,0,0,0 | 0 | 24 | 0,0.00%,0,0,,Default,[JC1 Biology] DNA Structure & Replication - 29 May (Thu) | 05:00PM - 08:00PM | Bukit Panjang
JC - JunCC<>Chemistry<>JC1<>Energetics<>Kelly<>Jurong East (CPF Building)<>JE-2<>25<>18 Jun (Wed)<>1:30 PM,JC - JunCC,Chemistry,JC1,Energetics,Kelly,Jurong East (CPF Building),JE-2,25,18 Jun (Wed),1:30:00 PM,6/18/2025,01:30PM - 04:30PM,https://tinyurl.com/4cnf5kwu,21 Jurong Gateway Rd #02-01 (CPF Jurong Building) S608546,CHEM,CHEM,J1,CC Type,Chemistry,Chemistry - Jurong East (CPF Building) - 18 Jun (Wed) 1PM,[JC1 Chemistry] Energetics - 18 Jun (Wed) | 01:30PM - 04:30PM | Jurong East (CPF Building),[Waitlist] [JC1 Chemistry] Energetics - 18 Jun (Wed) | 01:30PM - 04:30PM | Jurong East (CPF Building),,0,,,0,0,0,0,0 | 0 | 25 | 0,0.00%,0,0,,Default,[JC1 Chemistry] Energetics - 18 Jun (Wed) | 01:30PM - 04:30PM | Jurong East (CPF Building)
JC - JunCC<>Chemistry<>JC1<>Energetics<>Dr. Liu<>Paya Lebar<>KINEX-3 (school)<>18<>18 Jun (Wed)<>1:30 PM,JC - JunCC,Chemistry,JC1,Energetics,Dr. Liu,Paya Lebar,KINEX-3 (school),18,18 Jun (Wed),1:30:00 PM,6/18/2025,01:30PM - 04:30PM,bit.ly/zenithKINEX,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157,CHEM,CHEM,J1,CC Type,Chemistry,Chemistry - Paya Lebar - 18 Jun (Wed) 1PM,[JC1 Chemistry] Energetics - 18 Jun (Wed) | 01:30PM - 04:30PM | Paya Lebar,[Waitlist] [JC1 Chemistry] Energetics - 18 Jun (Wed) | 01:30PM - 04:30PM | Paya Lebar,,0,,,4,0,4,4,4 | 4 | 18 | 0,22.22%,4,0,,Default,[JC1 Chemistry] Energetics - 18 Jun (Wed) | 01:30PM - 04:30PM | Paya Lebar
JC - JunCC<>Chemistry<>JC1<>Energetics<>Dr. Liu<>Paya Lebar<>KINEX-3 (school)<>18<>19 Jun (Thu)<>1:30 PM,JC - JunCC,Chemistry,JC1,Energetics,Dr. Liu,Paya Lebar,KINEX-3 (school),18,19 Jun (Thu),1:30:00 PM,6/19/2025,01:30PM - 04:30PM,bit.ly/zenithKINEX,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157,CHEM,CHEM,J1,CC Type,Chemistry,Chemistry - Paya Lebar - 19 Jun (Thu) 1PM,[JC1 Chemistry] Energetics - 19 Jun (Thu) | 01:30PM - 04:30PM | Paya Lebar,[Waitlist] [JC1 Chemistry] Energetics - 19 Jun (Thu) | 01:30PM - 04:30PM | Paya Lebar,,0,,,0,0,0,0,0 | 0 | 18 | 0,0.00%,0,0,,Default,[JC1 Chemistry] Energetics - 19 Jun (Thu) | 01:30PM - 04:30PM | Paya Lebar
JC - JunCC<>Chemistry<>JC1<>Energetics<>Tan Jia Yi<>Marymount<>MM-1<>28<>20 Jun (Fri)<>10:00 AM,JC - JunCC,Chemistry,JC1,Energetics,Tan Jia Yi,Marymount,MM-1,28,20 Jun (Fri),10:00:00 AM,6/20/2025,10:00AM - 01:00PM,bit.ly/zenithMM,183 Upper Thomson Road  #B1-05 (Longhaus) S574429,CHEM,CHEM,J1,CC Type,Chemistry,Chemistry - Marymount - 20 Jun (Fri) 10AM,[JC1 Chemistry] Energetics - 20 Jun (Fri) | 10:00AM - 01:00PM | Marymount,[Waitlist] [JC1 Chemistry] Energetics - 20 Jun (Fri) | 10:00AM - 01:00PM | Marymount,,0,,,0,0,0,0,0 | 0 | 28 | 0,0.00%,0,0,,Default,[JC1 Chemistry] Energetics - 20 Jun (Fri) | 10:00AM - 01:00PM | Marymount
JC - JunCC<>Chemistry<>JC1<>Energetics<>Dr. Liu<>Paya Lebar<>KINEX-3 (school)<>18<>20 Jun (Fri)<>1:30 PM,JC - JunCC,Chemistry,JC1,Energetics,Dr. Liu,Paya Lebar,KINEX-3 (school),18,20 Jun (Fri),1:30:00 PM,6/20/2025,01:30PM - 04:30PM,bit.ly/zenithKINEX,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157,CHEM,CHEM,J1,CC Type,Chemistry,Chemistry - Paya Lebar - 20 Jun (Fri) 1PM,[JC1 Chemistry] Energetics - 20 Jun (Fri) | 01:30PM - 04:30PM | Paya Lebar,[Waitlist] [JC1 Chemistry] Energetics - 20 Jun (Fri) | 01:30PM - 04:30PM | Paya Lebar,,0,,,4,0,4,3,4 | 3 | 18 | 0,16.67%,3,0,,Default,[JC1 Chemistry] Energetics - 20 Jun (Fri) | 01:30PM - 04:30PM | Paya Lebar
JC - JunCC<>Chemistry<>JC1<>Energetics<>Xavier Tan<>Tan Kah Kee<>TKK-2<>30<>20 Jun (Fri)<>1:30 PM,JC - JunCC,Chemistry,JC1,Energetics,Xavier Tan,Tan Kah Kee,TKK-2,30,20 Jun (Fri),1:30:00 PM,6/20/2025,01:30PM - 04:30PM,bit.ly/zenithTKK,"587 Bukit Timah Rd, #01-05 Coronation Plaza (Beside KFC) S269707",CHEM,CHEM,J1,CC Type,Chemistry,Chemistry - Tan Kah Kee - 20 Jun (Fri) 1PM,[JC1 Chemistry] Energetics - 20 Jun (Fri) | 01:30PM - 04:30PM | Tan Kah Kee,[Waitlist] [JC1 Chemistry] Energetics - 20 Jun (Fri) | 01:30PM - 04:30PM | Tan Kah Kee,,0,,,0,0,0,0,0 | 0 | 30 | 0,0.00%,0,0,,Default,[JC1 Chemistry] Energetics - 20 Jun (Fri) | 01:30PM - 04:30PM | Tan Kah Kee
JC - JunCC<>Econs<>JC1<>Demand & Supply<>Yuan Ping<>Buona Vista<>BV-LT<>70<>26 May (Mon)<>5:00 PM,JC - JunCC,Econs,JC1,Demand & Supply,Yuan Ping,Buona Vista,BV-LT,70,26 May (Mon),5:00:00 PM,5/26/2025,05:00PM - 08:00PM,bit.ly/zenithBV,35 Rochester Dr #02-23 (Rochester Mall) S138639,ECON,ECON,J1,CC Type,Economics,Econs - Buona Vista - 26 May (Mon) 5PM,[JC1 Econs] Demand & Supply - 26 May (Mon) | 05:00PM - 08:00PM | Buona Vista,[Waitlist] [JC1 Econs] Demand & Supply - 26 May (Mon) | 05:00PM - 08:00PM | Buona Vista,,0,,,1,0,1,1,1 | 1 | 70 | 0,1.43%,1,0,,Default,[JC1 Econs] Demand & Supply - 26 May (Mon) | 05:00PM - 08:00PM | Buona Vista
JC - JunCC<>Econs<>JC1<>Demand & Supply<>Eunice<>Paya Lebar<>KINEX-2<>30<>26 May (Mon)<>5:00 PM,JC - JunCC,Econs,JC1,Demand & Supply,Eunice,Paya Lebar,KINEX-2,30,26 May (Mon),5:00:00 PM,5/26/2025,05:00PM - 08:00PM,bit.ly/zenithKINEX,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157,ECON,ECON,J1,CC Type,Economics,Econs - Paya Lebar - 26 May (Mon) 5PM,[JC1 Econs] Demand & Supply - 26 May (Mon) | 05:00PM - 08:00PM | Paya Lebar,[Waitlist] [JC1 Econs] Demand & Supply - 26 May (Mon) | 05:00PM - 08:00PM | Paya Lebar,,0,,,6,0,6,6,6 | 6 | 30 | 0,20.00%,6,0,,Default,[JC1 Econs] Demand & Supply - 26 May (Mon) | 05:00PM - 08:00PM | Paya Lebar
JC - JunCC<>Econs<>JC1<>Demand & Supply<>Kevin Heng<>Bukit Panjang<>BP-1 (JC)<>24<>28 May (Wed)<>5:00 PM,JC - JunCC,Econs,JC1,Demand & Supply,Kevin Heng,Bukit Panjang,BP-1 (JC),24,28 May (Wed),5:00:00 PM,5/28/2025,05:00PM - 08:00PM,bit.ly/zenithBP,1 Woodlands Road #01-10 (Junction10) S677899,ECON,ECON,J1,CC Type,Economics,Econs - Bukit Panjang - 28 May (Wed) 5PM,[JC1 Econs] Demand & Supply - 28 May (Wed) | 05:00PM - 08:00PM | Bukit Panjang,[Waitlist] [JC1 Econs] Demand & Supply - 28 May (Wed) | 05:00PM - 08:00PM | Bukit Panjang,,0,,,0,0,0,0,0 | 0 | 24 | 0,0.00%,0,0,,Default,[JC1 Econs] Demand & Supply - 28 May (Wed) | 05:00PM - 08:00PM | Bukit Panjang
JC - JunCC<>Econs<>JC1<>Demand & Supply<>Eunice<>Potong Pasir<>PP-7<>16<>4 Jun (Wed)<>1:30 PM,JC - JunCC,Econs,JC1,Demand & Supply,Eunice,Potong Pasir,PP-7,16,4 Jun (Wed),1:30:00 PM,6/4/2025,01:30PM - 04:30PM,bit.ly/zenithPP,25 Tai Thong Crescent (Beside 7-11) S347856,ECON,ECON,J1,CC Type,Economics,Econs - Potong Pasir - 4 Jun (Wed) 1PM,[JC1 Econs] Demand & Supply - 4 Jun (Wed) | 01:30PM - 04:30PM | Potong Pasir,[Waitlist] [JC1 Econs] Demand & Supply - 4 Jun (Wed) | 01:30PM - 04:30PM | Potong Pasir,,0,,,1,0,1,1,1 | 1 | 16 | 0,6.25%,1,0,,Default,[JC1 Econs] Demand & Supply - 4 Jun (Wed) | 01:30PM - 04:30PM | Potong Pasir
JC - JunCC<>Econs<>JC1<>Demand & Supply<>Fu Yuan<>Marymount<>MM-2<>27<>5 Jun (Thu)<>10:00 AM,JC - JunCC,Econs,JC1,Demand & Supply,Fu Yuan,Marymount,MM-2,27,5 Jun (Thu),10:00:00 AM,6/5/2025,10:00AM - 01:00PM,bit.ly/zenithMM,183 Upper Thomson Road  #B1-05 (Longhaus) S574429,ECON,ECON,J1,CC Type,Economics,Econs - Marymount - 5 Jun (Thu) 10AM,[JC1 Econs] Demand & Supply - 5 Jun (Thu) | 10:00AM - 01:00PM | Marymount,[Waitlist] [JC1 Econs] Demand & Supply - 5 Jun (Thu) | 10:00AM - 01:00PM | Marymount,,0,,,0,0,0,0,0 | 0 | 27 | 0,0.00%,0,0,,Default,[JC1 Econs] Demand & Supply - 5 Jun (Thu) | 10:00AM - 01:00PM | Marymount
JC - JunCC<>Econs<>JC1<>Demand & Supply<>Kevin Heng<>Bukit Panjang<>BP-1 (JC)<>24<>5 Jun (Thu)<>1:30 PM,JC - JunCC,Econs,JC1,Demand & Supply,Kevin Heng,Bukit Panjang,BP-1 (JC),24,5 Jun (Thu),1:30:00 PM,6/5/2025,01:30PM - 04:30PM,bit.ly/zenithBP,1 Woodlands Road #01-10 (Junction10) S677899,ECON,ECON,J1,CC Type,Economics,Econs - Bukit Panjang - 5 Jun (Thu) 1PM,[JC1 Econs] Demand & Supply - 5 Jun (Thu) | 01:30PM - 04:30PM | Bukit Panjang,[Waitlist] [JC1 Econs] Demand & Supply - 5 Jun (Thu) | 01:30PM - 04:30PM | Bukit Panjang,,0,,,2,0,2,2,2 | 2 | 24 | 0,8.33%,2,0,,Default,[JC1 Econs] Demand & Supply - 5 Jun (Thu) | 01:30PM - 04:30PM | Bukit Panjang
JC - JunCC<>Econs<>JC1<>Demand & Supply<>Kane Neo<>Tan Kah Kee<>TKK-0<>30<>5 Jun (Thu)<>1:30 PM,JC - JunCC,Econs,JC1,Demand & Supply,Kane Neo,Tan Kah Kee,TKK-0,30,5 Jun (Thu),1:30:00 PM,6/5/2025,01:30PM - 04:30PM,bit.ly/zenithTKK,"587 Bukit Timah Rd, #01-05 Coronation Plaza (Beside KFC) S269707",ECON,ECON,J1,CC Type,Economics,Econs - Tan Kah Kee - 5 Jun (Thu) 1PM,[JC1 Econs] Demand & Supply - 5 Jun (Thu) | 01:30PM - 04:30PM | Tan Kah Kee,[Waitlist] [JC1 Econs] Demand & Supply - 5 Jun (Thu) | 01:30PM - 04:30PM | Tan Kah Kee,,0,,,1,0,1,1,1 | 1 | 30 | 0,3.33%,1,0,,Default,[JC1 Econs] Demand & Supply - 5 Jun (Thu) | 01:30PM - 04:30PM | Tan Kah Kee
JC - JunCC<>Econs<>JC1<>Demand & Supply<>Fu Yuan<>Marymount<>MM-3<>18<>6 Jun (Fri)<>1:30 PM,JC - JunCC,Econs,JC1,Demand & Supply,Fu Yuan,Marymount,MM-3,18,6 Jun (Fri),1:30:00 PM,6/6/2025,01:30PM - 04:30PM,bit.ly/zenithMM,183 Upper Thomson Road  #B1-05 (Longhaus) S574429,ECON,ECON,J1,CC Type,Economics,Econs - Marymount - 6 Jun (Fri) 1PM,[JC1 Econs] Demand & Supply - 6 Jun (Fri) | 01:30PM - 04:30PM | Marymount,[Waitlist] [JC1 Econs] Demand & Supply - 6 Jun (Fri) | 01:30PM - 04:30PM | Marymount,,0,,,3,0,3,3,3 | 3 | 18 | 0,16.67%,3,0,,Default,[JC1 Econs] Demand & Supply - 6 Jun (Fri) | 01:30PM - 04:30PM | Marymount
JC - JunCC<>Econs<>JC1<>Demand & Supply<>Yi Liu<>Tampines<>TP-1<>28<>10 Jun (Tue)<>1:30 PM,JC - JunCC,Econs,JC1,Demand & Supply,Yi Liu,Tampines,TP-1,28,10 Jun (Tue),1:30:00 PM,6/10/2025,01:30PM - 04:30PM,bit.ly/zenithTP,1 Tampines Central #08-10 (CPF Building) SS529508,ECON,ECON,J1,CC Type,Economics,Econs - Tampines - 10 Jun (Tue) 1PM,[JC1 Econs] Demand & Supply - 10 Jun (Tue) | 01:30PM - 04:30PM | Tampines,[Waitlist] [JC1 Econs] Demand & Supply - 10 Jun (Tue) | 01:30PM - 04:30PM | Tampines,,0,,,1,0,1,1,1 | 1 | 28 | 0,3.57%,1,0,,Default,[JC1 Econs] Demand & Supply - 10 Jun (Tue) | 01:30PM - 04:30PM | Tampines
JC - JunCC<>Econs<>JC1<>Demand & Supply<>Eunice<>Potong Pasir<>PP-7<>16<>11 Jun (Wed)<>1:30 PM,JC - JunCC,Econs,JC1,Demand & Supply,Eunice,Potong Pasir,PP-7,16,11 Jun (Wed),1:30:00 PM,6/11/2025,01:30PM - 04:30PM,bit.ly/zenithPP,25 Tai Thong Crescent (Beside 7-11) S347856,ECON,ECON,J1,CC Type,Economics,Econs - Potong Pasir - 11 Jun (Wed) 1PM,[JC1 Econs] Demand & Supply - 11 Jun (Wed) | 01:30PM - 04:30PM | Potong Pasir,[Waitlist] [JC1 Econs] Demand & Supply - 11 Jun (Wed) | 01:30PM - 04:30PM | Potong Pasir,,0,,,2,0,2,2,2 | 2 | 16 | 0,12.50%,2,0,,Default,[JC1 Econs] Demand & Supply - 11 Jun (Wed) | 01:30PM - 04:30PM | Potong Pasir
JC - JunCC<>Econs<>JC1<>Demand & Supply<>Yi Liu<>Tampines<>TP-1<>28<>11 Jun (Wed)<>1:30 PM,JC - JunCC,Econs,JC1,Demand & Supply,Yi Liu,Tampines,TP-1,28,11 Jun (Wed),1:30:00 PM,6/11/2025,01:30PM - 04:30PM,bit.ly/zenithTP,1 Tampines Central #08-10 (CPF Building) SS529508,ECON,ECON,J1,CC Type,Economics,Econs - Tampines - 11 Jun (Wed) 1PM,[JC1 Econs] Demand & Supply - 11 Jun (Wed) | 01:30PM - 04:30PM | Tampines,[Waitlist] [JC1 Econs] Demand & Supply - 11 Jun (Wed) | 01:30PM - 04:30PM | Tampines,,0,,,3,0,3,2,3 | 2 | 28 | 0,7.14%,2,0,,Default,[JC1 Econs] Demand & Supply - 11 Jun (Wed) | 01:30PM - 04:30PM | Tampines
JC - JunCC<>Econs<>JC1<>Demand & Supply<>Yi Liu<>Jurong East (CPF Building)<>JE-2<>25<>12 Jun (Thu)<>1:30 PM,JC - JunCC,Econs,JC1,Demand & Supply,Yi Liu,Jurong East (CPF Building),JE-2,25,12 Jun (Thu),1:30:00 PM,6/12/2025,01:30PM - 04:30PM,https://tinyurl.com/4cnf5kwu,21 Jurong Gateway Rd #02-01 (CPF Jurong Building) S608546,ECON,ECON,J1,CC Type,Economics,Econs - Jurong East (CPF Building) - 12 Jun (Thu) 1PM,[JC1 Econs] Demand & Supply - 12 Jun (Thu) | 01:30PM - 04:30PM | Jurong East (CPF Building),[Waitlist] [JC1 Econs] Demand & Supply - 12 Jun (Thu) | 01:30PM - 04:30PM | Jurong East (CPF Building),,0,,,0,0,0,0,0 | 0 | 25 | 0,0.00%,0,0,,Default,[JC1 Econs] Demand & Supply - 12 Jun (Thu) | 01:30PM - 04:30PM | Jurong East (CPF Building)
JC - JunCC<>Econs<>JC1<>Demand & Supply<>Lay Chun<>Potong Pasir<>PP-4 (L2)<>36<>12 Jun (Thu)<>1:30 PM,JC - JunCC,Econs,JC1,Demand & Supply,Lay Chun,Potong Pasir,PP-4 (L2),36,12 Jun (Thu),1:30:00 PM,6/12/2025,01:30PM - 04:30PM,bit.ly/zenithPP,25 Tai Thong Crescent (Beside 7-11) S347856,ECON,ECON,J1,CC Type,Economics,Econs - Potong Pasir - 12 Jun (Thu) 1PM,[JC1 Econs] Demand & Supply - 12 Jun (Thu) | 01:30PM - 04:30PM | Potong Pasir,[Waitlist] [JC1 Econs] Demand & Supply - 12 Jun (Thu) | 01:30PM - 04:30PM | Potong Pasir,,0,,,0,0,0,0,0 | 0 | 36 | 0,0.00%,0,0,,Default,[JC1 Econs] Demand & Supply - 12 Jun (Thu) | 01:30PM - 04:30PM | Potong Pasir
JC - JunCC<>Econs<>JC1<>Demand & Supply<>Fu Yuan<>Marymount<>MM-2<>27<>13 Jun (Fri)<>1:30 PM,JC - JunCC,Econs,JC1,Demand & Supply,Fu Yuan,Marymount,MM-2,27,13 Jun (Fri),1:30:00 PM,6/13/2025,01:30PM - 04:30PM,bit.ly/zenithMM,183 Upper Thomson Road  #B1-05 (Longhaus) S574429,ECON,ECON,J1,CC Type,Economics,Econs - Marymount - 13 Jun (Fri) 1PM,[JC1 Econs] Demand & Supply - 13 Jun (Fri) | 01:30PM - 04:30PM | Marymount,[Waitlist] [JC1 Econs] Demand & Supply - 13 Jun (Fri) | 01:30PM - 04:30PM | Marymount,,0,,,2,0,2,2,2 | 2 | 27 | 0,7.41%,2,0,,Default,[JC1 Econs] Demand & Supply - 13 Jun (Fri) | 01:30PM - 04:30PM | Marymount
JC - JunCC<>Econs<>JC1<>Demand & Supply<>Caleb Lai <>Paya Lebar<>KINEX-4<>30<>13 Jun (Fri)<>1:30 PM,JC - JunCC,Econs,JC1,Demand & Supply,Caleb Lai ,Paya Lebar,KINEX-4,30,13 Jun (Fri),1:30:00 PM,6/13/2025,01:30PM - 04:30PM,bit.ly/zenithKINEX,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157,ECON,ECON,J1,CC Type,Economics,Econs - Paya Lebar - 13 Jun (Fri) 1PM,[JC1 Econs] Demand & Supply - 13 Jun (Fri) | 01:30PM - 04:30PM | Paya Lebar,[Waitlist] [JC1 Econs] Demand & Supply - 13 Jun (Fri) | 01:30PM - 04:30PM | Paya Lebar,,0,,,4,0,4,3,4 | 3 | 30 | 0,10.00%,3,0,,Default,[JC1 Econs] Demand & Supply - 13 Jun (Fri) | 01:30PM - 04:30PM | Paya Lebar
JC - JunCC<>Econs<>JC1<>Demand & Supply<>Yi Liu<>Tampines<>TP-1<>28<>13 Jun (Fri)<>1:30 PM,JC - JunCC,Econs,JC1,Demand & Supply,Yi Liu,Tampines,TP-1,28,13 Jun (Fri),1:30:00 PM,6/13/2025,01:30PM - 04:30PM,bit.ly/zenithTP,1 Tampines Central #08-10 (CPF Building) SS529508,ECON,ECON,J1,CC Type,Economics,Econs - Tampines - 13 Jun (Fri) 1PM,[JC1 Econs] Demand & Supply - 13 Jun (Fri) | 01:30PM - 04:30PM | Tampines,[Waitlist] [JC1 Econs] Demand & Supply - 13 Jun (Fri) | 01:30PM - 04:30PM | Tampines,,0,,,1,0,1,1,1 | 1 | 28 | 0,3.57%,1,0,,Default,[JC1 Econs] Demand & Supply - 13 Jun (Fri) | 01:30PM - 04:30PM | Tampines
JC - JunCC<>Econs<>JC1<>Demand & Supply<>Justin<>Jurong East (CPF Building)<>JE-2<>25<>16 Jun (Mon)<>10:00 AM,JC - JunCC,Econs,JC1,Demand & Supply,Justin,Jurong East (CPF Building),JE-2,25,16 Jun (Mon),10:00:00 AM,6/16/2025,10:00AM - 01:00PM,https://tinyurl.com/4cnf5kwu,21 Jurong Gateway Rd #02-01 (CPF Jurong Building) S608546,ECON,ECON,J1,CC Type,Economics,Econs - Jurong East (CPF Building) - 16 Jun (Mon) 10AM,[JC1 Econs] Demand & Supply - 16 Jun (Mon) | 10:00AM - 01:00PM | Jurong East (CPF Building),[Waitlist] [JC1 Econs] Demand & Supply - 16 Jun (Mon) | 10:00AM - 01:00PM | Jurong East (CPF Building),,0,,,0,0,0,0,0 | 0 | 25 | 0,0.00%,0,0,,Default,[JC1 Econs] Demand & Supply - 16 Jun (Mon) | 10:00AM - 01:00PM | Jurong East (CPF Building)
JC - JunCC<>Econs<>JC1<>Firms and Decisions<>Fu Yuan<>Bishan<>BS-LT<>70<>3 Jun (Tue)<>10:00 AM,JC - JunCC,Econs,JC1,Firms and Decisions,Fu Yuan,Bishan,BS-LT,70,3 Jun (Tue),10:00:00 AM,6/3/2025,10:00AM - 01:00PM,bit.ly/zenithBISHAN,51 Bishan Street 13 #03-01 (Bishan CC) S579799,ECON,ECON,J1,CC Type,Economics,Econs - Bishan - 3 Jun (Tue) 10AM,[JC1 Econs] Firms and Decisions - 3 Jun (Tue) | 10:00AM - 01:00PM | Bishan,[Waitlist] [JC1 Econs] Firms and Decisions - 3 Jun (Tue) | 10:00AM - 01:00PM | Bishan,,0,,,5,0,5,3,5 | 3 | 70 | 0,4.29%,3,0,,Default,[JC1 Econs] Firms and Decisions - 3 Jun (Tue) | 10:00AM - 01:00PM | Bishan
JC - JunCC<>Econs<>JC1<>Firms and Decisions<>Fu Yuan<>Bishan<>BS-LT<>70<>10 Jun (Tue)<>10:00 AM,JC - JunCC,Econs,JC1,Firms and Decisions,Fu Yuan,Bishan,BS-LT,70,10 Jun (Tue),10:00:00 AM,6/10/2025,10:00AM - 01:00PM,bit.ly/zenithBISHAN,51 Bishan Street 13 #03-01 (Bishan CC) S579799,ECON,ECON,J1,CC Type,Economics,Econs - Bishan - 10 Jun (Tue) 10AM,[JC1 Econs] Firms and Decisions - 10 Jun (Tue) | 10:00AM - 01:00PM | Bishan,[Waitlist] [JC1 Econs] Firms and Decisions - 10 Jun (Tue) | 10:00AM - 01:00PM | Bishan,,0,,,10,0,10,8,10 | 8 | 70 | 0,11.43%,8,0,,Default,[JC1 Econs] Firms and Decisions - 10 Jun (Tue) | 10:00AM - 01:00PM | Bishan
JC - JunCC<>Econs<>JC1<>Firms and Decisions<>Fu Yuan<>Marymount<>MM-3<>18<>12 Jun (Thu)<>10:00 AM,JC - JunCC,Econs,JC1,Firms and Decisions,Fu Yuan,Marymount,MM-3,18,12 Jun (Thu),10:00:00 AM,6/12/2025,10:00AM - 01:00PM,bit.ly/zenithMM,183 Upper Thomson Road  #B1-05 (Longhaus) S574429,ECON,ECON,J1,CC Type,Economics,Econs - Marymount - 12 Jun (Thu) 10AM,[JC1 Econs] Firms and Decisions - 12 Jun (Thu) | 10:00AM - 01:00PM | Marymount,[Waitlist] [JC1 Econs] Firms and Decisions - 12 Jun (Thu) | 10:00AM - 01:00PM | Marymount,,0,,,2,0,2,2,2 | 2 | 18 | 0,11.11%,2,0,,Default,[JC1 Econs] Firms and Decisions - 12 Jun (Thu) | 10:00AM - 01:00PM | Marymount
JC - JunCC<>Econs<>JC1<>Market Failure<>Fung<>Marymount<>MM-1<>28<>29 May (Thu)<>5:00 PM,JC - JunCC,Econs,JC1,Market Failure,Fung,Marymount,MM-1,28,29 May (Thu),5:00:00 PM,5/29/2025,05:00PM - 08:00PM,bit.ly/zenithMM,183 Upper Thomson Road  #B1-05 (Longhaus) S574429,ECON,ECON,J1,CC Type,Economics,Econs - Marymount - 29 May (Thu) 5PM,[JC1 Econs] Market Failure - 29 May (Thu) | 05:00PM - 08:00PM | Marymount,[Waitlist] [JC1 Econs] Market Failure - 29 May (Thu) | 05:00PM - 08:00PM | Marymount,,0,,,0,0,0,0,0 | 0 | 28 | 0,0.00%,0,0,,Default,[JC1 Econs] Market Failure - 29 May (Thu) | 05:00PM - 08:00PM | Marymount
JC - JunCC<>Econs<>JC1<>Market Failure<>Yi Liu<>Tampines<>TP-5<>25<>29 May (Thu)<>5:00 PM,JC - JunCC,Econs,JC1,Market Failure,Yi Liu,Tampines,TP-5,25,29 May (Thu),5:00:00 PM,5/29/2025,05:00PM - 08:00PM,bit.ly/zenithTP,1 Tampines Central #08-10 (CPF Building) SS529508,ECON,ECON,J1,CC Type,Economics,Econs - Tampines - 29 May (Thu) 5PM,[JC1 Econs] Market Failure - 29 May (Thu) | 05:00PM - 08:00PM | Tampines,[Waitlist] [JC1 Econs] Market Failure - 29 May (Thu) | 05:00PM - 08:00PM | Tampines,,0,,,4,0,4,3,4 | 3 | 25 | 0,12.00%,3,0,,Default,[JC1 Econs] Market Failure - 29 May (Thu) | 05:00PM - 08:00PM | Tampines
JC - JunCC<>Econs<>JC1<>Market Failure<>Lay Chun<>Potong Pasir<>PP-4 (L2)<>36<>30 May (Fri)<>5:00 PM,JC - JunCC,Econs,JC1,Market Failure,Lay Chun,Potong Pasir,PP-4 (L2),36,30 May (Fri),5:00:00 PM,5/30/2025,05:00PM - 08:00PM,bit.ly/zenithPP,25 Tai Thong Crescent (Beside 7-11) S347856,ECON,ECON,J1,CC Type,Economics,Econs - Potong Pasir - 30 May (Fri) 5PM,[JC1 Econs] Market Failure - 30 May (Fri) | 05:00PM - 08:00PM | Potong Pasir,[Waitlist] [JC1 Econs] Market Failure - 30 May (Fri) | 05:00PM - 08:00PM | Potong Pasir,,0,,,5,0,5,4,5 | 4 | 36 | 0,11.11%,4,0,,Default,[JC1 Econs] Market Failure - 30 May (Fri) | 05:00PM - 08:00PM | Potong Pasir
